,Aqueous species id,Compound name,Charge,ΔfG° (kJ/mol),ΔfH° (kJ/mol),ΔfS° (kJ/K/mol),Cp° (kJ/K/mol),compound_id,dgf_obs
483,CHB_5712_0,1-hexanamine (hexylamine),0,62.174240000000005,-193.80288000000002,-0.8584677000000001,0.602496,CHB_5712,62.174240000000005
484,PBC_8917_0,Decanethiol,0,67.48792,-263.08992,-1.1081156,1.043908,PBC_8917,67.48792
485,CHB_16235_0,guanine,0,69.881168,-145.61575200000001,-0.7228195399999999,0.25129104,CHB_16235,69.881168
486,PBC_8127_0,1-heptanamine (heptylamine),0,70.75144,-217.52616,-0.9668549000000001,0.6811552000000001,PBC_8127,70.75144
487,CHB_16052_0,1-propene,0,74.93544,-1.2133600000000002,-0.2557072,0.35020080000000003,CHB_16052,74.93544
488,PBC_62570_0,Undecanethiol,0,76.06512000000001,-286.8132,-1.2165028,1.1326088,PBC_62570,76.06512000000001
489,PBC_8143_0,1-octanamine (octylamine),0,79.32864,-241.24944,-1.0752420999999999,0.769856,PBC_8143,79.32864
490,CHB_18153_0,ethylene,0,81.3788,35.856880000000004,-0.15064,0.2615,CHB_18153,81.3788
491,PBC_8195_0,Dodecanethiol,0,84.64232000000001,-310.53648000000004,-1.3248900000000001,1.2213096,PBC_8195,84.64232000000001
492,CHB_48362_0,1-butene,0,84.97704,-23.57684,-0.3640944,0.4389016,CHB_48362,84.97704
493,PBC_8004_0,1-pentene,0,94.01448,-46.860800000000005,-0.4724816,0.5276024,PBC_8004,94.01448
494,CHB_24579_0,1-hexene,0,101.96408,-71.2326,-0.5808688,0.6163032,CHB_24579,101.96408
495,PBC_11610_0,1-heptene,0,110.66680000000001,-94.85128,-0.689256,0.705004,PBC_11610,110.66680000000001
496,CHB_46708_0,1-octene,0,120.16448000000001,-117.65408000000001,-0.7976432,0.7937048,CHB_46708,120.16448000000001
497,CHB_17578_0,toluene,0,126.60784000000001,13.72352,-0.3792224,0.454,CHB_17578,126.60784000000001
498,CHB_16716_0,benzene,0,133.888,51.17032,-0.277948,0.37,CHB_16716,133.888
499,CHB_16101_0,ethylbenzene,0,135.72896,-10.46,-0.49095679999999997,0.5041720000000001,CHB_16101,135.72896
500,CHB_42630_0,n-propylbenzene,0,142.96728,-36.10792,-0.6010176,0.6058432,CHB_42630,142.96728
501,CHB_44194_0,n-butylbenzene,0,151.08424000000002,-60.37512,-0.7094048000000001,0.6945439999999999,CHB_44194,151.08424000000002
502,PBC_10864_0,n-pentylbenzene,0,159.87064,-82.634,-0.8177920000000001,0.7832448,PBC_10864,159.87064
503,PBC_14109_0,n-hexylbenzene,0,168.99176,-107.06855999999999,-0.9261792000000001,0.8719456,PBC_14109,168.99176
504,PBC_14115_0,n-heptylbenzene,0,178.40576000000001,-130.08056000000002,-1.0345663999999999,0.9606464,PBC_14115,178.40576000000001
505,PBC_16607_0,n-octylbenzene,0,186.98296000000002,-153.80384,-1.1429536,1.0493472000000001,PBC_16607,186.98296000000002
506,CHB_16881_0,indole,0,223.8,97.5,-0.423612276,,CHB_16881,223.8
507,CHB_16708_0,adenine,0,312.83768,130.68724,-0.61095506,0.23530816000000002,CHB_16708,312.83768
761,CHB_17057_0,cellobiose,0,-1585.94,,,,CHB_17057,-1585.94
762,CHB_16551_0,"alpha,alpha-trehalose",0,-1582.76,,,,CHB_16551,-1582.76
763,CHB_6359_0,lactulose,0,-1575.22,,,,CHB_6359,-1575.22
764,CHB_17924_0,D-sorbitol,0,-946.36,,,,CHB_17924,-946.36
765,CHB_18202_0,L-iditol,0,-944.73,,,,CHB_18202,-944.73
766,CHB_16899_0,D-mannitol,0,-942.61,,,,CHB_16899,-942.61
767,CHB_15895_0,"D-galactono-1,4-lactone",0,-905.34,,,,CHB_15895,-905.34
768,CHB_16217_0,"D-glucono-1,5-lactone",0,-903.5,,,,CHB_16217,-903.5
769,CHB_17151_0,xylitol,0,-784.09,,,,CHB_17151,-784.09
770,CHB_15963_0,ribitol,0,-774.8,,,,CHB_15963,-774.8
771,CHB_16016_0,dihydroxyacetone,0,-451.0,,,,CHB_16016,-451.0
772,CHB_17378_0,(R)-glyceraldehyde,0,-440.02,,,,CHB_17378,-440.02
773,CHB_16919_0,creatine,0,-259.2,,,,CHB_16919,-259.2
774,CHB_17368_0,hypoxanthine,0,89.5,,,,CHB_17368,89.5
778,CHB_15811_0,O-phospho-L-serine,0,-1409.4,,,,CHB_15811,-1409.4
779,CHB_15350_0,acetyl phosphate,0,-1298.26,,,,CHB_15350,-1298.26
780,CHB_16087_0,isocitrate,0,-1238.23,,,,CHB_16087,-1238.23
781,CHB_48649_0,L-sorbose,0,-911.95,-1263.3,,,CHB_48649,-911.95
782,CHB_15589_0,(S)-malate,0,-892.1,,,,CHB_15589,-892.1
783,CHB_16810_0,2-oxoglutarate,0,-834.2,,,,CHB_16810,-834.2
784,CHB_30744_0,keto-oxaloacetate,0,-832.8,,,,CHB_30744,-832.8
785,CHB_16659_0,glycerate,0,-681.1,,,,CHB_16659,-681.1
786,CHB_16283_0,cystine,0,-666.51,,,,CHB_16283,-666.51
787,CHB_30780_0,maleate,0,-638.6,,,,CHB_30780,-638.6
788,CHB_30841_0,hydroxypyruvate,0,-630.2,,,,CHB_30841,-630.2
789,CHB_16510_0,3-hydroxypropanoate,0,-544.1,,,,CHB_16510,-544.1
790,CHB_16821_0,oxoproline,0,-488.1,,,,CHB_16821,-488.1
791,CHB_16891_0,glyoxylate,0,-486.7,,,,CHB_16891,-486.7
792,CHB_15361_0,pyruvate,0,-486.0,,,,CHB_15361,-486.0
793,CHB_30956_0,Trichloroacetic acid,0,-422.16560000000004,-517.6026400000001,,0.21505760000000002,CHB_30956,-422.16560000000004
794,CHB_36386_0,Dichloroacetic acid,0,-413.63024,-507.10080000000005,,0.19999519999999998,CHB_36386,-413.63024
795,CHB_15756_0,palmitic acid,0,-286.8,,,,CHB_15756,-286.8
796,PBC_6420_0,Trichloroacetyl chloride,0,-239.19928,-310.70384,,0.221752,PBC_6420,-239.19928
797,CHB_34688_0,Dichloroacetyl chloride,0,-234.88976,-304.34416000000004,,0.2066896,CHB_34688,-234.88976
798,PBC_6577_0,Monochloroacetyl chloride,0,-230.62208,-297.98448,,0.1916272,PBC_6577,-230.62208
799,CHB_37580_0,Acetyl chloride,0,-226.35440000000003,-291.6248,,0.17656480000000002,CHB_37580,-226.35440000000003
800,CHB_35697_0,trans-cinnamate,0,-154.1,,,,CHB_35697,-154.1
801,CHB_16737_0,creatinine,0,-23.14,,,,CHB_16737,-23.14
802,CHB_16602_0,trichloroethylene (TCE),0,25.359224,-49.588768,,0.56484,CHB_16602,25.359224
803,CHB_28805_0,"cis-1,2-dichloroethylene (cis-1,2-DCE)",0,27.69808,-32.267008000000004,,0.39748,CHB_28805,27.69808
804,CHB_17300_0,perchloroethylene (PCE),0,31.308872000000004,-54.37108,,0.66944,CHB_17300,31.308872000000004
805,CHB_29027_0,"trans-1,2-dichloroethylene (trans-1,2,-DCE)",0,32.216800000000006,-29.078800000000005,,0.39748,CHB_29027,32.216800000000006
806,CHB_34031_0,"1,1-dichloroethylene (1,1-DCE)",0,32.325584,-28.195976,,0.39748,CHB_34031,32.325584
807,CHB_28509_0,vinyl chloride (VC),0,53.49244,-19.041384,,0.18828,CHB_28509,53.49244
808,CHB_48086_0,1-propyne,0,200.32992000000002,163.05048000000002,,0.31045280000000003,CHB_48086,200.32992000000002
809,CHB_48087_0,1-butyne,0,209.32552,139.7456,,0.39915360000000005,CHB_48087,209.32552
810,CHB_27518_0,ethyne,0,217.10776,212.1288,,0.221752,CHB_27518,217.10776
811,PBC_12309_0,1-pentyne,0,218.23744,116.31520000000002,,0.4878544,PBC_12309,218.23744
812,PBC_12732_0,1-hexyne,0,227.69328,93.47055999999999,,0.5765552,PBC_12732,227.69328
813,PBC_12350_0,1-heptyne,0,237.35832000000002,71.04432000000001,,0.665256,PBC_12350,237.35832000000002
814,PBC_12370_0,1-octyne,0,246.27024000000003,47.404720000000005,,0.7539568,PBC_12370,246.27024000000003
825,CHB_18009_1,NADP,1,-3128.31,-4235.75,-3.7145535,0.9829,CHB_18009,-3128.31
826,CHB_15846_1,NAD,1,-2238.9,-3237.02,-3.3476955,0.8827999999999999,CHB_15846,-2238.9
827,CHB_16171_1,nicotinamide mononucleotide,1,-1401.62,-1904.0,-1.685047,0.3319,CHB_16171,-1401.62
828,CHB_15428_1,glycine,1,-393.96544,-526.01248,-0.4489365,0.16736,CHB_15428,-393.96544
829,CHB_18019_1,L-lysine,1,-388.65176,-712.8280800000001,-1.08730612,0.28409360000000006,CHB_18019,-388.65176
830,CHB_16467_1,L-arginine,1,-292.58711999999997,-648.01792,-1.19209712,0.32467840000000003,CHB_16467,-292.58711999999997
831,CHB_15971_1,L-histidine,1,-237.23280000000003,-482.206,-0.82164158,0.2472744,CHB_15971,-237.23280000000003
832,CHB_16335_1,adenosine,1,-214.28,-637.7,-1.420157639,,CHB_16335,-214.28
833,CHB_16134_1,ammonia,1,-79.45416,-133.2604,-0.18065562004836494,0.06585616,CHB_16134,-79.45416
834,CHB_16708_1,adenine,1,289.43,109.4,-0.6038235789999999,,CHB_16708,289.43
838,CHB_16283_1,cystine,1,-678.5,,,,CHB_16283,-678.5
839,CHB_17201_1,glycylglycine,1,-538.1,,,,CHB_17201,-538.1
840,CHB_17561_1,L-cysteine,1,-347.4,,,,CHB_17561,-347.4
841,CHB_16919_1,creatine,1,-274.4,,,,CHB_16919,-274.4
842,CHB_17256_1,2'-deoxyadenosine,1,-66.42,,,,CHB_17256,-66.42
843,CHB_16737_1,creatinine,1,-50.5,,,,CHB_16737,-50.5
844,CHB_17368_1,hypoxanthine,1,79.2,,,,CHB_17368,79.2
845,CHB_16283_2,cystine,2,-684.2,,,,CHB_16283,-684.2
