,charge,compound_id,nh,pka,nmg,pkmg,pkmg_is_predicted,microspecies_id,name
4669,1.0,CHB_17553,9.0,1.54,0.0,,,ms_4669,O-phosphorylethanolamine
4670,-2.0,CHB_30839,2.0,,0.0,,,ms_4670,orotate
4671,-1.0,CHB_30839,3.0,9.82,0.0,,,ms_4671,orotate
4672,-1.0,CHB_30839,3.0,9.82,1.0,3.62835583517,0.0,ms_4672,orotate
4673,0.0,CHB_30839,4.0,2.53,0.0,,,ms_4673,orotate
4674,0.0,CHB_30839,4.0,2.53,1.0,2.58,0.0,ms_4674,orotate
4675,-5.0,CHB_15842,8.0,,0.0,,,ms_4675,orotidine 5 '-phosphate
4676,-5.0,CHB_15842,8.0,,1.0,7.12861187395091,1.0,ms_4676,orotidine 5 '-phosphate
4677,-4.0,CHB_15842,9.0,12.63,0.0,,,ms_4677,orotidine 5 '-phosphate
4678,-3.0,CHB_15842,10.0,9.68,0.0,,,ms_4678,orotidine 5 '-phosphate
4679,-3.0,CHB_15842,10.0,9.68,1.0,3.21509936562,0.0,ms_4679,orotidine 5 '-phosphate
4680,-2.0,CHB_15842,11.0,6.36,0.0,,,ms_4680,orotidine 5 '-phosphate
4681,-2.0,CHB_15842,11.0,6.36,1.0,4.37300775182,0.0,ms_4681,orotidine 5 '-phosphate
4682,-1.0,CHB_15842,12.0,2.88,0.0,,,ms_4682,orotidine 5 '-phosphate
4683,-1.0,CHB_15842,12.0,2.88,1.0,-0.10691914878813,1.0,ms_4683,orotidine 5 '-phosphate
4684,0.0,CHB_15842,13.0,1.21,0.0,,,ms_4684,orotidine 5 '-phosphate
4685,-3.0,CHB_26078,0.0,,0.0,,,ms_4685,orthophospate
4686,-3.0,CHB_26078,0.0,,1.0,4.65398400557,0.0,ms_4686,orthophospate
4687,-2.0,CHB_26078,1.0,12.19,0.0,,,ms_4687,orthophospate
4688,-2.0,CHB_26078,1.0,12.19,1.0,3.45695031719,0.0,ms_4688,orthophospate
4689,-1.0,CHB_26078,2.0,7.18,0.0,,,ms_4689,orthophospate
4690,-1.0,CHB_26078,2.0,7.18,1.0,1.07771600309,0.0,ms_4690,orthophospate
4691,0.0,CHB_26078,3.0,2.13,0.0,,,ms_4691,orthophospate
4692,-1.0,CHB_36632,7.0,,0.0,,,ms_4692,o-toluic acid
4693,-1.0,CHB_36632,7.0,,1.0,1.63,0.0,ms_4693,o-toluic acid
4694,0.0,CHB_36632,8.0,3.9,0.0,,,ms_4694,o-toluic acid
4695,-2.0,CHB_16995,0.0,,0.0,,,ms_4695,oxalate-2
4696,-2.0,CHB_16995,0.0,,1.0,3.51599466852,0.0,ms_4696,oxalate-2
4697,-1.0,CHB_16995,1.0,4.25,0.0,,,ms_4697,oxalate-2
4698,-1.0,CHB_16995,1.0,4.25,1.0,0.605100997189497,1.0,ms_4698,oxalate-2
4699,0.0,CHB_16995,2.0,1.38,0.0,,,ms_4699,oxalate-2
4700,-2.0,CHB_16452,2.0,,0.0,,,ms_4700,oxaloacetate
4701,-2.0,CHB_16452,2.0,,1.0,2.56801710336946,1.0,ms_4701,oxaloacetate
4702,-1.0,CHB_16452,3.0,3.58,0.0,,,ms_4702,oxaloacetate
4703,-1.0,CHB_16452,3.0,3.58,1.0,0.728523745800649,1.0,ms_4703,oxaloacetate
4704,0.0,CHB_16452,4.0,2.41,0.0,,,ms_4704,oxaloacetate
4705,-3.0,CHB_7815,3.0,,0.0,,,ms_4705,oxalosuccinate_-2
4706,-3.0,CHB_7815,3.0,,1.0,4.22914141535189,1.0,ms_4706,oxalosuccinate_-2
4707,-2.0,CHB_7815,4.0,4.99,0.0,,,ms_4707,oxalosuccinate_-2
4708,-2.0,CHB_7815,4.0,4.99,1.0,2.13657226129586,1.0,ms_4708,oxalosuccinate_-2
4709,-1.0,CHB_7815,5.0,3.44,0.0,,,ms_4709,oxalosuccinate_-2
4710,-1.0,CHB_7815,5.0,3.44,1.0,0.360659132612445,1.0,ms_4710,oxalosuccinate_-2
4711,0.0,CHB_7815,6.0,2.38,0.0,,,ms_4711,oxalosuccinate_-2
4712,-5.0,CHB_15535,31.0,,0.0,,,ms_4712,oxalyl-CoA
4713,-5.0,CHB_15535,31.0,,1.0,6.33216637462687,1.0,ms_4713,oxalyl-CoA
4714,-4.0,CHB_15535,32.0,5.89,0.0,,,ms_4714,oxalyl-CoA
4715,-4.0,CHB_15535,32.0,5.89,1.0,3.80505772280877,1.0,ms_4715,oxalyl-CoA
4716,-3.0,CHB_15535,33.0,3.38,0.0,,,ms_4716,oxalyl-CoA
4717,-3.0,CHB_15535,33.0,3.38,1.0,2.75967148122406,1.0,ms_4717,oxalyl-CoA
4718,-2.0,CHB_15535,34.0,2.67,0.0,,,ms_4718,oxalyl-CoA
4719,-2.0,CHB_15535,34.0,2.67,1.0,0.606410886540686,1.0,ms_4719,oxalyl-CoA
4720,-1.0,CHB_15535,35.0,1.97,0.0,,,ms_4720,oxalyl-CoA
4721,-1.0,CHB_15535,35.0,1.97,1.0,-0.324236809267187,1.0,ms_4721,oxalyl-CoA
4722,0.0,CHB_15535,36.0,1.41,0.0,,,ms_4722,oxalyl-CoA
4723,0.0,CHB_15535,36.0,1.41,1.0,-2.02865210863467,1.0,ms_4723,oxalyl-CoA
4724,1.0,CHB_15535,37.0,0.73,0.0,,,ms_4724,oxalyl-CoA
4725,-1.0,CHB_18058,2.0,,0.0,,,ms_4725,oxamate
4726,-1.0,CHB_18058,2.0,,1.0,0.667098637817084,1.0,ms_4726,oxamate
4727,0.0,CHB_18058,3.0,2.49,0.0,,,ms_4727,oxamate
4728,-1.0,MAN_10119,0.0,,0.0,,,ms_4728,oxidized thiocyanate
4729,0.0,MAN_10119,1.0,11.97,0.0,,,ms_4729,oxidized thiocyanate
4730,-3.0,CHB_30863,0.0,,0.0,,,ms_4730,oxonic acid
4731,-2.0,CHB_30863,1.0,8.57,0.0,,,ms_4731,oxonic acid
4732,-2.0,CHB_30863,1.0,8.57,1.0,3.4425468016095,1.0,ms_4732,oxonic acid
4733,-1.0,CHB_30863,2.0,3.27,0.0,,,ms_4733,oxonic acid
4734,-1.0,CHB_30863,2.0,3.27,1.0,1.8621170120109,1.0,ms_4734,oxonic acid
4735,0.0,CHB_30863,3.0,2.14,0.0,,,ms_4735,oxonic acid
4736,-1.0,CHB_16821,6.0,,0.0,,,ms_4736,oxoproline_-1
4737,-1.0,CHB_16821,6.0,,1.0,0.961069664375111,1.0,ms_4737,oxoproline_-1
4738,0.0,CHB_16821,7.0,6.8,0.0,,,ms_4738,oxoproline_-1
4739,0.0,CHB_16821,7.0,6.8,1.0,-0.379791306708774,1.0,ms_4739,oxoproline_-1
4740,1.0,CHB_16821,8.0,2.48,0.0,,,ms_4740,oxoproline_-1
4741,-3.0,CHB_18394,19.0,,0.0,,,ms_4741,palatinose
4742,-2.0,CHB_18394,20.0,12.72,0.0,,,ms_4742,palatinose
4743,-1.0,CHB_18394,21.0,12.1,0.0,,,ms_4743,palatinose
4744,0.0,CHB_18394,22.0,10.28,0.0,,,ms_4744,palatinose
4745,-1.0,CHB_15756,31.0,,0.0,,,ms_4745,palmitic acid
4746,-1.0,CHB_15756,31.0,,1.0,-0.261496753037436,1.0,ms_4746,palmitic acid
4747,0.0,CHB_15756,32.0,6.39,0.0,,,ms_4747,palmitic acid
4748,-5.0,CHB_15525,61.0,,0.0,,,ms_4748,palmitoyl-CoA
4749,-5.0,CHB_15525,61.0,,1.0,6.02780416026317,1.0,ms_4749,palmitoyl-CoA
4750,-4.0,CHB_15525,62.0,12.61,0.0,,,ms_4750,palmitoyl-CoA
4751,-4.0,CHB_15525,62.0,12.61,1.0,4.64070400191442,1.0,ms_4751,palmitoyl-CoA
4752,-3.0,CHB_15525,63.0,5.89,0.0,,,ms_4752,palmitoyl-CoA
4753,-3.0,CHB_15525,63.0,5.89,1.0,4.19556576551357,1.0,ms_4753,palmitoyl-CoA
4754,-2.0,CHB_15525,64.0,3.29,0.0,,,ms_4754,palmitoyl-CoA
4755,-2.0,CHB_15525,64.0,3.29,1.0,1.57753434091506,1.0,ms_4755,palmitoyl-CoA
4756,-1.0,CHB_15525,65.0,2.03,0.0,,,ms_4756,palmitoyl-CoA
4757,-1.0,CHB_15525,65.0,2.03,1.0,0.511845604948998,1.0,ms_4757,palmitoyl-CoA
4758,0.0,CHB_15525,66.0,1.43,0.0,,,ms_4758,palmitoyl-CoA
4759,0.0,CHB_15525,66.0,1.43,1.0,-1.07683601030018,1.0,ms_4759,palmitoyl-CoA
4760,1.0,CHB_15525,67.0,0.73,0.0,,,ms_4760,palmitoyl-CoA
4761,1.0,CHB_15525,67.0,0.73,1.0,-2.40095099718676,1.0,ms_4761,palmitoyl-CoA
4762,0.0,CHB_71464,37.0,,0.0,,,ms_4762,palmitoylethanolamide
4763,-4.0,PBC_5288421,28.0,,0.0,,,ms_4763,panose
4764,-3.0,PBC_5288421,29.0,12.86,0.0,,,ms_4764,panose
4765,-2.0,PBC_5288421,30.0,12.41,0.0,,,ms_4765,panose
4766,-1.0,PBC_5288421,31.0,11.96,0.0,,,ms_4766,panose
4767,0.0,PBC_5288421,32.0,11.22,0.0,,,ms_4767,panose
4768,-1.0,CHB_14737,11.0,,0.0,,,ms_4768,pantoic acid
4769,-1.0,CHB_14737,11.0,,1.0,0.150481965293705,1.0,ms_4769,pantoic acid
4770,0.0,CHB_14737,12.0,3.78,0.0,,,ms_4770,pantoic acid
4771,-2.0,CHB_16454,15.0,,0.0,,,ms_4771,pantothenate
4772,-2.0,CHB_16454,15.0,,1.0,1.18792349017527,1.0,ms_4772,pantothenate
4773,-1.0,CHB_16454,16.0,12.69,0.0,,,ms_4773,pantothenate
4774,-1.0,CHB_16454,16.0,12.69,1.0,0.15171157906045,1.0,ms_4774,pantothenate
4775,0.0,CHB_16454,17.0,4.51,0.0,,,ms_4775,pantothenate
4776,-1.0,CHB_17847,7.0,,0.0,,,ms_4776,p-cresol
4777,0.0,CHB_17847,8.0,10.29,0.0,,,ms_4777,p-cresol
4778,-2.0,MAN_10074,12.0,,0.0,,,ms_4778,penicic acid
4779,-2.0,MAN_10074,12.0,,1.0,2.19387379696986,1.0,ms_4779,penicic acid
4780,-1.0,MAN_10074,13.0,8.4,0.0,,,ms_4780,penicic acid
4781,-1.0,MAN_10074,13.0,8.4,1.0,0.719790592209708,1.0,ms_4781,penicic acid
4782,0.0,MAN_10074,14.0,5.22,0.0,,,ms_4782,penicic acid
4783,0.0,MAN_10074,14.0,5.22,1.0,-0.469939306726446,1.0,ms_4783,penicic acid
4784,1.0,MAN_10074,15.0,2.94,0.0,,,ms_4784,penicic acid
4785,1.0,MAN_10074,15.0,2.94,1.0,-1.91444306142933,1.0,ms_4785,penicic acid
4786,2.0,MAN_10074,16.0,1.52,0.0,,,ms_4786,penicic acid
4787,-2.0,CHB_18208,16.0,,0.0,,,ms_4787,penicillin G
4788,-2.0,CHB_18208,16.0,,1.0,0.647544497632362,1.0,ms_4788,penicillin G
4789,-1.0,CHB_18208,17.0,10.56,0.0,,,ms_4789,penicillin G
4790,-1.0,CHB_18208,17.0,10.56,1.0,-0.492795262688775,1.0,ms_4790,penicillin G
4791,0.0,CHB_18208,18.0,2.97,0.0,,,ms_4791,penicillin G
4792,-2.0,CHB_61222,18.0,,0.0,,,ms_4792,penicillinoic acid
4793,-2.0,CHB_61222,18.0,,1.0,1.75340231782835,1.0,ms_4793,penicillinoic acid
4794,-1.0,CHB_61222,19.0,12.98,0.0,,,ms_4794,penicillinoic acid
4795,-1.0,CHB_61222,19.0,12.98,1.0,0.344711698226271,1.0,ms_4795,penicillinoic acid
4796,0.0,CHB_61222,20.0,6.64,0.0,,,ms_4796,penicillinoic acid
4797,0.0,CHB_61222,20.0,6.64,1.0,-0.992862828519437,1.0,ms_4797,penicillinoic acid
4798,1.0,CHB_61222,21.0,3.58,0.0,,,ms_4798,penicillinoic acid
4799,2.0,CHB_61222,22.0,2.69,0.0,,,ms_4799,penicillinoic acid
4800,0.0,CHB_36698,1.0,,0.0,,,ms_4800,Pentachlorobenzene
4801,0.0,CHB_76287,1.0,,0.0,,,ms_4801,Pentachloroethane
4802,0.0,CHB_45074,10.0,,0.0,,,ms_4802,pentanal
4803,-1.0,PBC_8067,11.0,,0.0,,,ms_4803,Pentanethiol
4804,0.0,PBC_8067,12.0,10.2,0.0,,,ms_4804,Pentanethiol
4805,-1.0,CHB_17418,9.0,,0.0,,,ms_4805,pentanoic acid
4806,-1.0,CHB_17418,9.0,,1.0,0.143680661959204,1.0,ms_4806,pentanoic acid
4807,0.0,CHB_17418,10.0,4.89,0.0,,,ms_4807,pentanoic acid
4808,0.0,CHB_17300,0.0,,0.0,,,ms_4808,perchloroethylene (PCE)
4809,-1.0,CHB_15882,5.0,,0.0,,,ms_4809,phenol
4810,0.0,CHB_15882,6.0,10.01,0.0,,,ms_4810,phenol
4811,-1.0,CHB_8075,7.0,,0.0,,,ms_4811,phenoxyacetate
4812,-1.0,CHB_8075,7.0,,1.0,1.0,0.0,ms_4812,phenoxyacetate
4813,0.0,CHB_8075,8.0,3.21,0.0,,,ms_4813,phenoxyacetate
4814,-2.0,CHB_27446,16.0,,0.0,,,ms_4814,phenoxymethylpenicillin
4815,-2.0,CHB_27446,16.0,,1.0,1.08419274744082,1.0,ms_4815,phenoxymethylpenicillin
4816,-1.0,CHB_27446,17.0,11.74,0.0,,,ms_4816,phenoxymethylpenicillin
4817,-1.0,CHB_27446,17.0,11.74,1.0,-0.460633757490231,1.0,ms_4817,phenoxymethylpenicillin
4818,0.0,CHB_27446,18.0,5.43,0.0,,,ms_4818,phenoxymethylpenicillin
4819,-3.0,MAN_10083,17.0,,0.0,,,ms_4819,phenoxymethylpenicillinoic acid
4820,-3.0,MAN_10083,17.0,,1.0,3.2737842328432,1.0,ms_4820,phenoxymethylpenicillinoic acid
4821,-2.0,MAN_10083,18.0,12.39,0.0,,,ms_4821,phenoxymethylpenicillinoic acid
4822,-2.0,MAN_10083,18.0,12.39,1.0,1.72719903362089,1.0,ms_4822,phenoxymethylpenicillinoic acid
4823,-1.0,MAN_10083,19.0,6.63,0.0,,,ms_4823,phenoxymethylpenicillinoic acid
4824,-1.0,MAN_10083,19.0,6.63,1.0,0.311118090287587,1.0,ms_4824,phenoxymethylpenicillinoic acid
4825,0.0,MAN_10083,20.0,3.39,0.0,,,ms_4825,phenoxymethylpenicillinoic acid
4826,0.0,MAN_10083,20.0,3.39,1.0,-1.16180373142049,1.0,ms_4826,phenoxymethylpenicillinoic acid
4827,1.0,MAN_10083,21.0,2.54,0.0,,,ms_4827,phenoxymethylpenicillinoic acid
4828,-2.0,CHB_37548,5.0,,0.0,,,ms_4828,phenyl phosphate
4829,-2.0,CHB_37548,5.0,,1.0,2.38673291041,0.0,ms_4829,phenyl phosphate
4830,-1.0,CHB_37548,6.0,6.28,0.0,,,ms_4830,phenyl phosphate
4831,-1.0,CHB_37548,6.0,6.28,1.0,-0.739903527617859,1.0,ms_4831,phenyl phosphate
4832,0.0,CHB_37548,7.0,1.79,0.0,,,ms_4832,phenyl phosphate
4833,-1.0,CHB_30745,7.0,,0.0,,,ms_4833,phenylacetic acid
4834,-1.0,CHB_30745,7.0,,1.0,0.2608666336921,1.0,ms_4834,phenylacetic acid
4835,0.0,CHB_30745,8.0,4.33,0.0,,,ms_4835,phenylacetic acid
4836,-1.0,CHB_27480,10.0,,0.0,,,ms_4836,phenylacetylglycine
4837,-1.0,CHB_27480,10.0,,1.0,0.612400286376639,1.0,ms_4837,phenylacetylglycine
4838,0.0,CHB_27480,11.0,3.73,0.0,,,ms_4838,phenylacetylglycine
4839,-2.0,MAN_10164,13.0,,0.0,,,ms_4839,phenylacetyl-L-phenylglycine
4840,-2.0,MAN_10164,13.0,,1.0,1.68771353824782,1.0,ms_4840,phenylacetyl-L-phenylglycine
4841,-1.0,MAN_10164,14.0,12.9,0.0,,,ms_4841,phenylacetyl-L-phenylglycine
4842,-1.0,MAN_10164,14.0,12.9,1.0,0.208120128190634,1.0,ms_4842,phenylacetyl-L-phenylglycine
4843,0.0,MAN_10164,15.0,3.92,0.0,,,ms_4843,phenylacetyl-L-phenylglycine
4844,-1.0,PBC_99489,15.0,,0.0,,,ms_4844,phenyl-D-glucopyranoside
4845,0.0,PBC_99489,16.0,12.2,0.0,,,ms_4845,phenyl-D-glucopyranoside
4846,-2.0,PBC_3081956,24.0,,0.0,,,ms_4846,phenyl-maltoside
4847,-1.0,PBC_3081956,25.0,12.48,0.0,,,ms_4847,phenyl-maltoside
4848,0.0,PBC_3081956,26.0,11.93,0.0,,,ms_4848,phenyl-maltoside
4849,-2.0,MAN_10026,5.0,,0.0,,,ms_4849,phenylphosphonate
4850,-2.0,MAN_10026,5.0,,1.0,2.79666862089,0.0,ms_4850,phenylphosphonate
4851,-1.0,MAN_10026,6.0,7.51,0.0,,,ms_4851,phenylphosphonate
4852,0.0,MAN_10026,7.0,1.88,0.0,,,ms_4852,phenylphosphonate
4853,-1.0,CHB_30851,7.0,,0.0,,,ms_4853,phenylpyruvate
4854,-1.0,CHB_30851,7.0,,1.0,0.867510944245366,1.0,ms_4854,phenylpyruvate
4855,0.0,CHB_30851,8.0,3.33,0.0,,,ms_4855,phenylpyruvate
4856,-3.0,CHB_17287,7.0,,0.0,,,ms_4856,phosphocreatine
4857,-3.0,CHB_17287,7.0,,1.0,2.88509936562,0.0,ms_4857,phosphocreatine
4858,-2.0,CHB_17287,8.0,10.85,0.0,,,ms_4858,phosphocreatine
4859,-2.0,CHB_17287,8.0,10.85,1.0,2.30073466852,0.0,ms_4859,phosphocreatine
4860,-1.0,CHB_17287,9.0,5.02,0.0,,,ms_4860,phosphocreatine
4861,-1.0,CHB_17287,9.0,5.02,1.0,-0.443369315722242,1.0,ms_4861,phosphocreatine
4862,0.0,CHB_17287,10.0,3.91,0.0,,,ms_4862,phosphocreatine
4863,-3.0,PBC_124896,7.0,,0.0,,,ms_4863,phosphocyclocreatine
4864,-3.0,PBC_124896,7.0,,1.0,3.66756356748727,1.0,ms_4864,phosphocyclocreatine
4865,-2.0,PBC_124896,8.0,9.9,0.0,,,ms_4865,phosphocyclocreatine
4866,-2.0,PBC_124896,8.0,9.9,1.0,1.72852097359485,1.0,ms_4866,phosphocyclocreatine
4867,-1.0,PBC_124896,9.0,3.82,0.0,,,ms_4867,phosphocyclocreatine
4868,-1.0,PBC_124896,9.0,3.82,1.0,-0.0262434826338933,1.0,ms_4868,phosphocyclocreatine
4869,0.0,PBC_124896,10.0,3.08,0.0,,,ms_4869,phosphocyclocreatine
4870,-3.0,CHB_18021,2.0,,0.0,,,ms_4870,phosphoenolpyruvate
4871,-3.0,CHB_18021,2.0,,1.0,4.04761541460315,1.0,ms_4871,phosphoenolpyruvate
4872,-2.0,CHB_18021,3.0,6.02,0.0,,,ms_4872,phosphoenolpyruvate
4873,-2.0,CHB_18021,3.0,6.02,1.0,1.41549908663661,1.0,ms_4873,phosphoenolpyruvate
4874,-1.0,CHB_18021,4.0,3.55,0.0,,,ms_4874,phosphoenolpyruvate
4875,-1.0,CHB_18021,4.0,3.55,1.0,-0.520999458006508,1.0,ms_4875,phosphoenolpyruvate
4876,0.0,CHB_18021,5.0,0.76,0.0,,,ms_4876,phosphoenolpyruvate
4877,-3.0,PBC_529,2.0,,0.0,,,ms_4877,phosphoglycolate
4878,-3.0,PBC_529,2.0,,1.0,3.73628322432806,1.0,ms_4878,phosphoglycolate
4879,-2.0,PBC_529,3.0,6.37,0.0,,,ms_4879,phosphoglycolate
4880,-2.0,PBC_529,3.0,6.37,1.0,1.15763549481706,1.0,ms_4880,phosphoglycolate
4881,-1.0,PBC_529,4.0,3.6,0.0,,,ms_4881,phosphoglycolate
4882,-1.0,PBC_529,4.0,3.6,1.0,-0.667960568651614,1.0,ms_4882,phosphoglycolate
4883,0.0,PBC_529,5.0,1.14,0.0,,,ms_4883,phosphoglycolate
4884,-2.0,MAN_10076,8.0,,0.0,,,ms_4884,phosphoguanadinopropionate
4885,-2.0,MAN_10076,8.0,,1.0,2.33258929847426,1.0,ms_4885,phosphoguanadinopropionate
4886,-1.0,MAN_10076,9.0,12.17,0.0,,,ms_4886,phosphoguanadinopropionate
4887,-1.0,MAN_10076,9.0,12.17,1.0,1.03422561419588,1.0,ms_4887,phosphoguanadinopropionate
4888,0.0,MAN_10076,10.0,6.24,0.0,,,ms_4888,phosphoguanadinopropionate
4889,0.0,MAN_10076,10.0,6.24,1.0,0.556200881123978,1.0,ms_4889,phosphoguanadinopropionate
4890,1.0,MAN_10076,11.0,1.26,0.0,,,ms_4890,phosphoguanadinopropionate
4891,2.0,MAN_10076,12.0,0.29,0.0,,,ms_4891,phosphoguanadinopropionate
4892,-3.0,CHB_16034,5.0,,0.0,,,ms_4892,phosphoguanidinoacetate
4893,-3.0,CHB_16034,5.0,,1.0,4.68024106806482,1.0,ms_4893,phosphoguanidinoacetate
4894,-2.0,CHB_16034,6.0,6.49,0.0,,,ms_4894,phosphoguanidinoacetate
4895,-2.0,CHB_16034,6.0,6.49,1.0,1.27163414928862,1.0,ms_4895,phosphoguanidinoacetate
4896,-1.0,CHB_16034,7.0,4.82,0.0,,,ms_4896,phosphoguanidinoacetate
4897,-1.0,CHB_16034,7.0,4.82,1.0,-0.333841340387549,1.0,ms_4897,phosphoguanidinoacetate
4898,0.0,CHB_16034,8.0,3.6,0.0,,,ms_4898,phosphoguanidinoacetate
4899,1.0,CHB_16034,9.0,2.32,0.0,,,ms_4899,phosphoguanidinoacetate
4900,-2.0,MAN_10077,8.0,,0.0,,,ms_4900,phosphoguanidopropionate
4901,-2.0,MAN_10077,8.0,,1.0,2.33258929847426,1.0,ms_4901,phosphoguanidopropionate
4902,-1.0,MAN_10077,9.0,12.17,0.0,,,ms_4902,phosphoguanidopropionate
4903,-1.0,MAN_10077,9.0,12.17,1.0,1.03422561419588,1.0,ms_4903,phosphoguanidopropionate
4904,0.0,MAN_10077,10.0,6.24,0.0,,,ms_4904,phosphoguanidopropionate
4905,0.0,MAN_10077,10.0,6.24,1.0,0.556200881123978,1.0,ms_4905,phosphoguanidopropionate
4906,1.0,MAN_10077,11.0,1.26,0.0,,,ms_4906,phosphoguanidopropionate
4907,2.0,MAN_10077,12.0,0.29,0.0,,,ms_4907,phosphoguanidopropionate
4908,-2.0,CHB_16215,1.0,,0.0,,,ms_4908,phosphonate
4909,-1.0,CHB_16215,2.0,6.7,0.0,,,ms_4909,phosphonate
4910,0.0,CHB_16215,3.0,1.36,0.0,,,ms_4910,phosphonate
4911,-6.0,PBC_6913076,7.0,,0.0,,,ms_4911,phosphoribosyl-1-O-(2-thiodiphosphate)
4912,-6.0,PBC_6913076,7.0,,1.0,6.39129915749008,1.0,ms_4912,phosphoribosyl-1-O-(2-thiodiphosphate)
4913,-5.0,PBC_6913076,8.0,12.28,0.0,,,ms_4913,phosphoribosyl-1-O-(2-thiodiphosphate)
4914,-5.0,PBC_6913076,8.0,12.28,1.0,4.81111165983257,1.0,ms_4914,phosphoribosyl-1-O-(2-thiodiphosphate)
4915,-4.0,PBC_6913076,9.0,6.81,0.0,,,ms_4915,phosphoribosyl-1-O-(2-thiodiphosphate)
4916,-4.0,PBC_6913076,9.0,6.81,1.0,3.32584742192268,1.0,ms_4916,phosphoribosyl-1-O-(2-thiodiphosphate)
4917,-3.0,PBC_6913076,10.0,6.11,0.0,,,ms_4917,phosphoribosyl-1-O-(2-thiodiphosphate)
4918,-3.0,PBC_6913076,10.0,6.11,1.0,1.10892057341331,1.0,ms_4918,phosphoribosyl-1-O-(2-thiodiphosphate)
4919,-2.0,PBC_6913076,11.0,2.94,0.0,,,ms_4919,phosphoribosyl-1-O-(2-thiodiphosphate)
4920,-2.0,PBC_6913076,11.0,2.94,1.0,-0.918575067300318,1.0,ms_4920,phosphoribosyl-1-O-(2-thiodiphosphate)
4921,-1.0,PBC_6913076,12.0,1.77,0.0,,,ms_4921,phosphoribosyl-1-O-(2-thiodiphosphate)
4922,-1.0,PBC_6913076,12.0,1.77,1.0,-2.32076775428559,1.0,ms_4922,phosphoribosyl-1-O-(2-thiodiphosphate)
4923,0.0,PBC_6913076,13.0,1.08,0.0,,,ms_4923,phosphoribosyl-1-O-(2-thiodiphosphate)
4924,-3.0,CHB_16621,7.0,,0.0,,,ms_4924,phosphotaurocyamine
4925,-3.0,CHB_16621,7.0,,1.0,2.29104868471412,1.0,ms_4925,phosphotaurocyamine
4926,-2.0,CHB_16621,8.0,9.53,0.0,,,ms_4926,phosphotaurocyamine
4927,-2.0,CHB_16621,8.0,9.53,1.0,0.321731140760487,1.0,ms_4927,phosphotaurocyamine
4928,-1.0,CHB_16621,9.0,5.14,0.0,,,ms_4928,phosphotaurocyamine
4929,-2.0,CHB_57852,8.0,,0.0,,,ms_4929,prephenate
4930,-2.0,CHB_57852,8.0,,1.0,2.78812518419118,1.0,ms_4930,prephenate
4931,-1.0,CHB_57852,9.0,3.88,0.0,,,ms_4931,prephenate
4932,-1.0,CHB_57852,9.0,3.88,1.0,0.997713114261677,1.0,ms_4932,prephenate
4933,0.0,CHB_57852,10.0,2.89,0.0,,,ms_4933,prephenate
4934,0.0,CHB_28831,8.0,,0.0,,,ms_4934,propan-1-ol
4935,0.0,CHB_17153,6.0,,0.0,,,ms_4935,propanal
4936,0.0,CHB_45422,7.0,,0.0,,,ms_4936,propanamide
4937,0.0,CHB_32879,8.0,,0.0,,,ms_4937,propane
4938,-1.0,CHB_8473,7.0,,0.0,,,ms_4938,Propanethiol
4939,0.0,CHB_8473,8.0,10.2,0.0,,,ms_4939,Propanethiol
4940,-5.0,PBC_92753,35.0,,0.0,,,ms_4940,propanonyl-CoA
4941,-5.0,PBC_92753,35.0,,1.0,5.06131782448443,1.0,ms_4941,propanonyl-CoA
4942,-4.0,PBC_92753,36.0,12.61,0.0,,,ms_4942,propanonyl-CoA
4943,-4.0,PBC_92753,36.0,12.61,1.0,3.8052318907697,1.0,ms_4943,propanonyl-CoA
4944,-3.0,PBC_92753,37.0,5.89,0.0,,,ms_4944,propanonyl-CoA
4945,-3.0,PBC_92753,37.0,5.89,1.0,2.75729774425394,1.0,ms_4945,propanonyl-CoA
4946,-2.0,PBC_92753,38.0,3.29,0.0,,,ms_4946,propanonyl-CoA
4947,-2.0,PBC_92753,38.0,3.29,1.0,0.20849945069508,1.0,ms_4947,propanonyl-CoA
4948,-1.0,PBC_92753,39.0,2.03,0.0,,,ms_4948,propanonyl-CoA
4949,-1.0,PBC_92753,39.0,2.03,1.0,-0.250152661876398,1.0,ms_4949,propanonyl-CoA
4950,0.0,PBC_92753,40.0,1.43,0.0,,,ms_4950,propanonyl-CoA
4951,0.0,PBC_92753,40.0,1.43,1.0,-2.06684068362584,1.0,ms_4951,propanonyl-CoA
4952,1.0,PBC_92753,41.0,0.73,0.0,,,ms_4952,propanonyl-CoA
4953,1.0,PBC_92753,41.0,0.73,1.0,-3.3369655027642,1.0,ms_4953,propanonyl-CoA
4954,-1.0,CHB_17272,5.0,,0.0,,,ms_4954,propionate
4955,-1.0,CHB_17272,5.0,,1.0,1.16733050408,0.0,ms_4955,propionate
4956,0.0,CHB_17272,6.0,4.87,0.0,,,ms_4956,propionate
4957,1.0,PBC_75612,18.0,,0.0,,,ms_4957,propionylcholine
4958,-5.0,CHB_15539,35.0,,0.0,,,ms_4958,propionyl-CoA
4959,-5.0,CHB_15539,35.0,,1.0,5.06131782448443,1.0,ms_4959,propionyl-CoA
4960,-4.0,CHB_15539,36.0,12.61,0.0,,,ms_4960,propionyl-CoA
4961,-4.0,CHB_15539,36.0,12.61,1.0,3.8052318907697,1.0,ms_4961,propionyl-CoA
